timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue,wue
2025-11-22T15:36:42,codecarbon,866e0e4d-1b6f-4bee-8878-834ae5995972,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,33.42932004200702,3.584484031819231e-05,1.072257535395574e-06,4.8163,0.0,3.0,1.8616300534686678e-05,1.2361874341394781e-05,1.9264017986667264e-05,5.0242192862748725e-05,0.0,India,IND,karnataka,,,macOS-26.0.1-arm64-arm-64bit,3.10.15,3.1.0,8,Apple M2,1,Apple M2,77.591,12.9753,8.0,machine,N,1.0,0.0
