timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue,wue
2025-11-22T15:33:51,codecarbon,25d78e4a-a17e-4213-9c13-d11cfcff2d39,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,22.65598970800056,6.704995663863913e-05,2.9594803627122775e-06,6.6069,0.019200000000000002,3.0,6.481821467419055e-05,2.5773220251047797e-07,2.8905134444163798e-05,9.398108132086483e-05,0.0,India,IND,karnataka,,,macOS-26.0.1-arm64-arm-64bit,3.10.15,3.1.0,8,Apple M2,1,Apple M2,77.591,12.9753,8.0,machine,N,1.0,0.0
