timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue,wue
2025-11-22T15:35:31,codecarbon,47cb1f57-9eaf-435d-a7d4-1863990bc6ee,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,34.97785091699916,3.829302589324893e-05,1.094779264286892e-06,4.196200000000001,0.0066,3.0,2.074937215247917e-05,7.136108802602725e-06,2.578822982583612e-05,5.3673710780918016e-05,0.0,India,IND,karnataka,,,macOS-26.0.1-arm64-arm-64bit,3.10.15,3.1.0,8,Apple M2,1,Apple M2,77.591,12.9753,8.0,machine,N,1.0,0.0
