timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue,wue
2025-11-22T15:32:23,codecarbon,078f4665-69d8-4862-9ae8-e3a65c7b0ca2,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,23.10251366699231,3.787307438107509e-05,1.6393486408877752e-06,4.561400000000001,0.0019,3.0,4.026864797294026e-05,1.266426000416654e-07,1.2689791979149352e-05,5.308508255213128e-05,0.0,India,IND,karnataka,,,macOS-26.0.1-arm64-arm-64bit,3.10.15,3.1.0,8,Apple M2,1,Apple M2,77.591,12.9753,8.0,machine,N,1.0,0.0
