timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue,wue
2025-11-22T15:38:52,codecarbon,56204bea-9a1e-44b9-be72-ebb2325e7fc1,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,36.24638858299295,5.325623825210424e-05,1.4692839848075906e-06,3.4622,0.008299999999999998,3.0,3.261229077301362e-05,1.2602514988606198e-05,2.9432205346662768e-05,7.46470111082826e-05,0.0,India,IND,karnataka,,,macOS-26.0.1-arm64-arm-64bit,3.10.15,3.1.0,8,Apple M2,1,Apple M2,77.591,12.9753,8.0,machine,N,1.0,0.0
