timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue,wue
2025-11-22T15:37:40,codecarbon,c341fef6-0605-42cd-8857-e5db48ed58f2,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,31.47427683400747,3.4831911378704295e-05,1.1066786875646004e-06,3.8863,0.13,3.0,1.7136302589734912e-05,1.2798208608095569e-05,1.888790211834324e-05,4.882241331617372e-05,0.0,India,IND,karnataka,,,macOS-26.0.1-arm64-arm-64bit,3.10.15,3.1.0,8,Apple M2,1,Apple M2,77.591,12.9753,8.0,machine,N,1.0,0.0
